title,start_year,end_year,genre,summary_tvmaze,summary_imdb,rating_tvmaze,rating_imdb,votes,run_time,language,actors,status
In Family We Trust,2018,2018,"Drama, Mystery, Thriller","When the head of the lucrative family business passes away, his will leaves the clan at extreme odds.",The story revolves around an extended Thai Chinese family whose members' seemingly happy relationships devolve into conflict following murder of the eldest son and head of the family business.,,8.1,408,57,Thai,"Sopitnapa Dabbaransi, Thanapob Leeratanakachorn, Phollawat Manuprasert, Kritsanapoom Pibulsonggram",Ended
The Big Day,2021,2021,"Reality-TV, Romance","For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India's multibillion-dollar wedding industry.","For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India’s multibillion-dollar wedding industry.",,4.6,291,40,English,"Daniel Bauer, Prerna Gupta, Sanjeet Raman, Itai Reuveni",Ended
Power Players,2019,,"Animation, Action, Adventure","There's a new team of secret heroes in town and their the least likely of champions – toys! Brought to life by a hopeful child, this little problem solvers bring all the fun of Mission Impossible as they follow the mission plans of their creator. Now, a little boy and his toys can change the world – and for his friends.","A young boy who gains the powers to turn from human a living toy must protect his bracelets, which give him his powers, from the hands of evil, toys come to life.",,5.9,60,11,English,"Benjamin Van Meggelen, Greg Chun, Kieran Walton, Landon McDonald",To Be Determined
Perfect World,2019,,Romance,,"Tsugumi Kawana becomes an office lady who works at an interior design firm. She is young, excited and single. Coincidence brings her back in the company of her early high school crush ...",,6.9,79,,,"Yumi Asô, Keiko Horiuchi, Yûichi Kimura, Hokuto Matsumura",Running
Jiok,2021,,"Drama, Fantasy, Horror","In Hellbound, supernatural beings appear out of nowhere to condemn people to hell. It doesn't matter whether these events are a blessing or a curse: a new religious group is interpreting them all as the will of the divine. What unfolds through this predicament is an intense and highly-charged story about people who must survive under conditions of utter social chaos.","People hear predictions on when they will die. When that time comes, a death angel appears in front of them and kills them.",6.9,,,51,Korean,"Yoo Ah-in, Kim Hyun-joo, Jeong Min Park, Jin-ah Won",Running
Spectros,2020,2020,"Fantasy, Thriller",A teenage boy and his friends get caught in a clash between Brazilian witchcraft and Japanese Shinto spirits in their neighborhood.,A group of teenagers gets unintentionally involved in a conflict between Japanese Shinto ghosts and Brazilian witchcraft.,4.8,4.7,356,44,Portuguese,"Cláudia Okuno, Danilo Mesquita, Mariana Sena, Enzo Barone",Ended
A Thousand Goodnights,2019,2019,Drama,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.","To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",,7.9,72,72,Chinese,"Nicholas Teo, Cindy Yu-Han Lien, Ai-Ning Yao, Chung-Lin Li",Ended
Rhyme Time Town,2020,,"Animation, Adventure, Comedy",Fun-loving friends Daisy and Cole use music and imagination to solve problems in a town filled with nursery rhyme characters.,"Two best friends find fun and adventure while living in Rhyme Time Town, a fantastical place filled with beloved nursery rhyme characters.",,7.5,63,,English,"Maddie Evans, Luke Amis, Teun Batenburg, Lotte Heijs",To Be Determined
Bienvenidos a Edén,2021,,"Action, Thriller",,"Are you happy? With this question, Zoa and four other attractive young people, very active on social networks, are invited to the most exclusive party in history on a secret island, ...",,,,,,"Amaia Aberasturi, Tomás Aguilera, Martí Atance, Albert Baró",Running
Schulz Saves America,2020,2020,Comedy,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.,6.8,7.5,971,68,English,Andrew Schulz,Ended
Kekkon dekinai otoko,2006,2019,"Comedy, Drama","Shinsuke Kuwano, a successful architect at 40, enjoys living by himself. He doesn't like people but somehow is able to design wonderful houses for them.He has a routine of making himself a delicious dinner and then relaxing to classical music in his easy chair while pretending he is the conductor. One night, he plays the music loud enough to make his next door neighbor, Michiru Tamara knock on his door to complain. When Kuwano answers the door, he suffers a terrible stomach pain and collapses to the floor. Lucky for him, Michiru is nice enough to accompany him to the hospital, where he is treated by Dr. Natsumi Hayasake. He is really rude to Natsumi, but she is still determined to treat him.Afterwards, Michiru and Natsumi become part of Kuwano's life. They make friends with Kuwano's colleagues Eiji and Maya Sawazaki. They all enjoy talking about how strange and eccentric Kuwano is. Is it possible that someone would ever want to marry him?Kekkon Dekinai Otoko (lit. The Man Who Can't Get Married) original series from 2006 continued thirteen years later in 2019 with second season titled Mada Kekkon Dekinai Otoko (lit. The Man Who Still Can't Get Married).",A 40-year-old gifted architect enjoys living alone and doesn't communicate well with people. He has three female friends. Will he ever marry?,,7.6,713,45,Japanese,"Hiroshi Abe, Takashi Tsukamoto, Mitsuko Kusabue, Rieko Miura",Ended
Paranormal Survivor,2015,2019,Documentary,"Do you believe in ghosts, poltergeists, and demons? Paranormal Survivor will take you through terrifying real-life encounters with the supernatural. Hear from those who've faced these feared spirits – and watch dramatic recreations that lure people back to the scenes of these harrowing confrontations.",Real people share the terrifing and supernatural stories of their experience.,6.8,6.3,575,41,English,"Morgan O'Dwyer, Amaliya Louis, Hannah Kelderman, Judy Malcolm",Ended
Nailed It! Holiday!,2018,2019,Reality-TV,"Novice chefs compete in a holiday-themed cooking challenges to earn a $10,000 prize.","Novice chefs compete in a holiday-themed cooking challenges to earn a $10,000 prize.",7.5,7.7,941,31,English,"Nicole Byer, Jacques Torres, Charity George, Jason Mantzoukas",Ended
My Magic Pet Morphle,2019,,"Animation, Adventure, Family",,"Mila's dad runs the only magic pet store in the city - a fantastical place where you can find all sorts of cute and quirky pets who each have their own unique magic powers, and he has gifted Mila the most magic pet of all, Morphle.",,4.9,57,43,,"Sabrina Glow, Cassie Glow",Running
Yummy Mummies,2017,2018,Reality-TV,"These stunning young mums-to-be have model good looks, glamorous lives and are never seen without their high heels, designer wear and latest accessory: their baby bump! The Yummy Mummies make elaborate plans for motherhood and have outrageous opinions of what to expect while they're expecting.","Four women make lavish preparations for their new arrivals. From bouquets of money to horse-drawn carriages and opulent baby showers, their spending knows no bounds.",,4.1,623,40,English,,Ended
Khozhdenie po mukam,2017,2017,Drama,,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.",,7.7,797,51,Russian,"Yulia Snigir, Anna Chipovskaya, Leonid Bichevin, Andrey Merzlikin",Ended
Rea(l)ove,2018,,Reality-TV,,"While this Japanese reality dating show borrows heavily from American and British staples such as Love Island, Paradise Hotel, and Bachelor in Paradise, the would-be lovers also possess ""...",,6.7,156,40,,"Atsushi Tamura, Mari Yaguchi",Running
(Un)Well,2020,2020,Documentary,"(Un)Well takes a deep dive into the lucrative wellness industry, which touts health and healing. But do these wellness trends live up to their promises?","This docu-series takes a deep dive into the lucrative wellness industry, which touts health and healing. But do these wellness trends live up to their promises?",,6.4,901,53,English,Jennifer Julian,Ended
The Governor,2016,,Drama,,"The Governor"" is the riveting tale of Angela Ochello, the Deputy Governor of Savannah State, who with no governorship ambitions finds herself suddenly entangled in a web of political ...",,7.3,91,,,"Caroline Chikezie, Samuel Abiola Robinson, Jude Chukwuka, Kunle Coker",Running
Braxton Family Values,2011,,"Biography, Comedy, Drama","The tight-knit Braxton sisters, Grammy-winning artist Toni Braxton, Traci, Towanda, Trina and Tamar, and their headstrong mother share an inside look at their lives and the drama of family chaos.","The tight-knit Braxton sisters, Grammy-winning artist Toni Braxton, Traci, Towanda, Trina and Tamar, and their headstrong mother share an inside look at their lives and the drama of family chaos.",5.3,5.9,602,60,English,"Traci Braxton, Toni Braxton, Trina Braxton, Towanda Braxton",Running
Alma,2021,,"Drama, Horror, Mystery",,"After surviving a bus crash that kills most of her classmates, Alma awakes with no memories of the incident or her past. Her parents seem like strangers and her home is a place filled with ...",,,,,,"Mireia Oriol, Álex Villazán, Pol Monen, Claudia Roset",Running
First Team: Juventus,2018,2018,"Documentary, Reality-TV, Sport",Go in-depth with Italy's Juventus FC in a series that spotlights the storied football club's superstars and rising prospects looking to make an impact.,Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.,,7.3,1948,40,Italian,"D.B. Sweeney, Massimiliano Allegri, Andrea Barzagli, Mehdi Benatia",Ended
Daniel Spellbound,2022,,"Animation, Action, Adventure","In modern-day New York City, magic is real... it's just hidden from the public by sleight of hand and misdirection. But Daniel Spellbound knows where to find it - as a tracker of magical ingredients he makes his living selling rare goods to sorcerers and wizards for their spells. But when he discovers a strange ingredient, Daniel catches the attention of dangerous alchemists and he suddenly must test his skills on an adventure around the globe, while the magical world hangs in the balance!","Magic is real, but it's hidden from the public, Daniel knows where to find it. He discovers a strange ingredient, he gets the attention of dangerous alchemists which takes him to an adventure, while the magical world hangs in the balance.",7.1,,,22,English,"Alex Barima, Deven Christian Mack, Chantel Riley, Karn Kalra",To Be Determined
Home Game,2020,2020,"Documentary, Sport","This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.","This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.",,7.1,734,36,English,"Mark Strong, Guyga, Riccardo Lo Bue, Melis Murataliyev",Ended
Las Muñecas de la Mafia (II),2009,2019,Action,,,,6.9,18,,,"Amparo Grisales, Roger Moreno, Franklin Gutiérrez, Felipe Bernedette",Ended
The Devil Punisher,2020,2021,"Fantasy, Mystery, Romance","A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance. ","A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.",,5.9,119,68,Chinese,"Anson Chen, Issac Yiu, Roy Chang, Bor-Jeng Chen",Ended
Signal,2018,,Crime,,Two detectives communicate through a walkie-talkie to solve cold cases. One detective exists in the present day and the other detective exists 15 years in the past.,,6.6,175,,,"Kentarô Sakaguchi, Michiko Kichise, Kazuki Kitamura, Kaede Aono",Running
Pasta,2010,2010,"Comedy, Drama, Romance","Food takes center stage in this aptly named South Korean drama series about Seo Yoo Kyung trying to move up in the male-dominated culinary world. Yoo Kyung is the daughter of a Chinese restaurant owner who aspires for success at a fine-dining Italian restaurant. She toils as the lowest-ranking kitchen assistant at La Sfera restaurant but hopes to move up to chef someday. Her goals become even harder to achieve when the restaurant hires the tyrannical new head chef Choi Hyun Wook, who immediately fires the female chefs in his new kitchen. Despite also being fired a number of times, Yoo Kyung survives the hostile work environment through her own drive and determination as well as the secret backing of Kim San, the behind-the-scenes restaurant owner who is smitten with her. The kitchen gets even hotter when San hires his friend Oh Sae Young, the most popular female celebrity chef, as co-chef to Hyun Wook. It turns out that the two dated while in culinary school in Italy, but the relationship ended badly when Sae Young sabotaged Hyun Wook to win a cooking contest. Through great spunk and perseverance, Yoo Kyung manages to improve her culinary skills under the tutelage of temperamental Hyun Wook while also capturing his heart. You'll never look at a plate of pasta in the same away again!","A well-produced, feel-good drama, Pasta is the story of Seo Yoo Kyung, who has endured the grueling job of kitchen assistant at high-class restaurant La Sfera for two years in hopes of ...",,7.7,729,65,Korean,"Kong Hyo-Jin, Sun-kyun Lee, Lee Hanee, Alex Chu",Ended
Sakho & Mangane,2019,2019,"Action, Mystery","In Dakar, the bustling capital of Senegal, there's a thin line between ordinary daily life and the supernatural. Where the two worlds intersect, an old, lone wolf by the name of Commander Sakho has been keeping invisible yet deadly enemies at bay for the past 20 years. But now they seem to have caught up to him. In a case where dark, destructive forces are intent on plunging the world into chaos, Sakho is thrown together with Mangane, a young pup who acts without thinking. Now, the fate of the continent—maybe even all of humanity—is in the hands of this unlikely cop duo.","Two cops with very different methods, solving mysterious murder cases surrounded by black magic.",,6.4,115,52,English,"Issaka Sawadogo, Yann Gael, Christiane Dumont, Christophe Guybet",Ended
Canine Intervention,2021,2021,"Documentary, Reality-TV","Canine Intervention follows renowned Oakland dog trainer, Jas Leverette, as he runs one of the top dog training facilities in California. Cali K9 works with all breeds and are confident in being able to correct any type of behavior issue. There is no dog they can't help and they've never turned a dog away. Using his unique training methods and techniques, each episode will feature Jas as he works with a variety of dogs and their owners to fix their obedience and behavior issues.","Series follows renowned Oakland dog trainer, Jas Leverette, as he runs one of the top dog training facilities in California.",,6.5,803,32,English,Jasalah Leverette,Ended
Don-kkot,2017,2018,Drama,,"""Money Flower"" tells the story of people who are driven by greed. Kang Pil-Joo (Jang Hyuk) grew up at an orphanage, but he now works as a managing director of a legal team at a corporation....",,6.8,245,,,"Seung-jo Jang, So-hee Han, Ki-Won Nam, Sang-woo Chae",Ended
"Los Briceño, una familia todo terreno",2019,,Drama,,"This is the story of ""La Chiqui"", the youngest daughter of a family of truckers. In this universe of trucks, where macho men, popular music and roadside love stories rule, ""La Chiqui"" gets ...",,7.9,118,46,,"Camilo Amores, Melisa Bermudez, Felipe Bernedette, Linda Lucía Callejas",Running
100% Hotter,2016,,Reality-TV,,"A make-under rather than a make-over show, targeting people whose style is so in your face you cannot help stop and stare while their family and friends squirm with embarrassment.",,4.4,864,60,,"Daniel Palmer, Melissa Sophia, Karen Williams, Zoe Hardman",Running
The Haunted House: The Secret of the 'Ghost Ball',2016,,"Animation, Adventure, Comedy",,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",,8.4,55,,,"Megan Baldrey, Brianna Johnston, Anna Barker, Nikki Rae Hallow",Running
Pororo the Little Penguin,2003,2016,"Animation, Family","Far, far away, unknown and untouched by human civilization, lays a peaceful land covered in snow and ice. In this white land, deep inside a small secluded forest, is a tiny village inhabited by little animals. No-one knows how they came to live on the island but they naturally came to live together in the village situated in the little valley where the sunshine is warmest and the cold wind is the least harsh. In the village lives Pororo, a very curious impish little penguin, the good-natured polar bear Poby, the smug nosy red fox Eddy, the shy and timid little beaver Loopy, the cheerful penguin girl Petty and the happy humming bird, Harry . All of our friends have distinct personalities and different interests which sometimes cause little (and sometimes not so little) rifts in their calm white world. But they are all good friends and know how to help each other in times of trouble.","The adventures, escapades and mishaps of Pororo the little penguin and his many varied friends.",5.8,6.0,67,8,Korean,"So-yeong Hong, Goo Ja-Hyeong, Hwan Chin Kim, Mi Ja Lee",Ended
"Breakfast, Lunch & Dinner",2019,2019,Documentary,"David Chang is accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.","Chang accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.",,6.8,933,43,English,"David Chang, John Legend, Kate McKinnon, Seth Rogen",Ended
InMates,2017,2017,Comedy,"Meet the InMates: Madhav, Fooga, Rahul, Kay and Richa. 5 Friends. 1 Madhouse.","While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves.",,6.6,1200,25,English,"Ashish Verma, Mukti Mohan, Raghav Raj Kakker, Kashyap Kapoor",Ended
Doble Kara,2015,2017,"Comedy, Crime, Drama",,,,9.1,12,,,"Mylene Dizon, Julia Montes, Carmina Villaroel, Bernard Carritero",Ended
Charlie's Colorforms City,2019,,Family,"Charlie introduces the audience to a colorful cast of characters, imaginative shape-filled story expeditions, and unpredictable journeys.",Charlie introduces the audience to a colorful cast of characters while taking them on an imaginative journey.,,7.1,122,12,English,"Jacob Soley, Saara Chaudry, Tyler Barish, Elliot Kelly",To Be Determined
Hard Cell,2022,,"Documentary, Comedy",,A documentary crew follows the inmates and staff of HMP Woldsley while Catherine Tate portrays multiple characters to capture the penal system at its brutal humorous best.,,,,,,"Christian Brassington, Lorna Brown, Caroline Harding, Jola Olajide",Running
Saborîman Kantarô,2017,,"Adventure, Comedy, Drama",,A stoic book salesman leads a double life as he plays hooky from work to write his sweets blog. In his journey to attain a glimpse of sweets heaven Kantaro samples various Japanese and Western sweets.,,7.5,710,24,,"Matsuya Onoe, Ren Ishikawa, Sarutoki Minagawa, Hiroyuki Onoue",Running
Operation Ouch!,2012,,"Documentary, Animation, Comedy","Operation Ouch! is a British children's educational television programme about the human body, it shows what happens in A&amp;E, what doctors sometimes have problems with and great experiments. The first series of Operation Ouch! aired on CBBC in October 2012.",Dr Chris and Dr Xand explore their way through the world of medicine and biology.,,7.6,107,28,English,"Chris van Tulleken, Xand van Tulleken, Richard Townsley, Lucy O'Byrne",Running
Twogether,2020,,Reality-TV,"Paired together for an unforgettable trip across Asia, stars Lee Seung Gi and Jasper Liu become buddies as they connect with fans and local cultures. ","Paired together for an unforgettable trip across Asia, stars Lee Seung Gi and Jasper Liu become buddies as they connect with fans and local cultures.",,8.5,344,62,Korean,"Jasper Liu, Lee Seung-gi",Running
Serial Killer with Piers Morgan,2017,2019,"Documentary, Crime",Piers Morgan travels to the USA to meet some of America's most notorious serial killers.,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",,3.8,1314,45,English,"Piers Morgan, Lorenzo Gilyard, Alejandro Henriquez, Dawn Knox",Ended
Le Coup de Foudre,2019,2019,"Comedy, Romance","Le Coup de Foudre follows an ordinary girl and her classmate from high school to university, from the workplace all the way to the altar as they tell a sweet love story between two people who grow together as a couple.","Story about a pair of lovers from their high school to adult life. Based on the Chinese novel ""I Don't Like This World, I Only Like You"" by Qiao Yi.",,8.2,205,45,Chinese,"Ge An, Li Ma, Jampa Tseten, Yutong Xie",Ended
Undercover,2021,,"Crime, Drama, Mystery",,The story about a woman who joins an organized crime ring and infiltrates the police as an undercover agent in order to find out the truth about her father's death.,,,,,,"Ahn Bo-Hyun, So-hee Han, Yull Jang, Sang-ho Kim",Running
Piggy Tales,2014,2018,"Animation, Adventure, Comedy","Piggy Tales is a Finnish computer-animated television series based on Bad Piggies, a spin-off of Angry Birds. Animated in a style resembling clay animation, the series focus on the life of the minion pigs, and it has no dialogue.",A cartoon series of green cartoon piggies.,6.0,7.2,110,1,English,"Antti Pääkkönen, Antti Pääkkönen, Douglas Black Heaton",Ended
Terrorism Close Calls,2018,2018,Documentary,Law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.,"The war on terror is everywhere and anywhere. In this series, we learn about the deadly terrorist attacks that almost happened or were not as deadly as planned. Each episodes explores a ...",,5.2,595,50,English,"Dylan Berry, David Bitkower, Don Borelli, Richard Frankel",Ended
VeggieTales in the House,2014,2016,"Animation, Short, Adventure","VeggieTales in the House is an American computer-animated television series produced by Big Idea Entertainment and DreamWorks Animation Television. It takes place outside of VeggieTales, a Christian-themed video and film series, featuring anthropomorphic vegetables. The series was executive produced by Doug TenNapel, creator of Earthworm Jim. The series premiered on Netflix on November 26, 2014. Three seasons of the series have been ordered, consisting of a total of 75 22-minute episodes. A fourth season was released on September 23, 2016. A spinoff series titled VeggieTales in the City will premiere February 24, 2017 on Netflix.","Get ready to love your veggies! The beloved faith-based brand has a fresh new look as Bob the Tomato, Larry the Cucumber and all their Veggie friends venture off the countertop for the ...",,4.4,280,12,English,"Phil Vischer, Mike Nawrocki, Tress MacNeille, Rob Paulsen",Ended
Singapore Social,2019,,Reality-TV,"A look into the lives of young Singaporeans as they navigate life, love, and careers in Singapore.",A Reality TV-series following a group of young Singaporeans.,,5.1,1749,38,English,"Sukki Singapora, Paul Foster, Nicole Ong, Vinny Sharpe",Running
Surviving Summer,2022,,Drama,"Expelled from school and exiled to Australia, a rebel New York teen makes waves among a young surfer's inner circle — and leaves a mess in her wake.","Rebellious Brooklyn teen Summer Torres is sent to live with family friends in the tiny town of Shorehaven on the Great Ocean Road, Victoria, AUS. Despite her best efforts, Summer falls in love with the town, the people and the surf.",5.6,,,29,English,"Sky Katz, Kai Lewins, Savannah La Rain, Joao Marinho",To Be Determined
DeadEndia,2021,,"Animation, Adventure, Comedy",,The series follows the story of a group of employees (Barney and Norma) who work at a theme-park haunted house during the summer which might be a portal to hell. Both are joined by Pugsley ...,,,,,,"Zach Barack, Alex Brightman, Kody Kavitha, Kathreen Khavari",Running
Bangkok Love Stories: Innocence,2018,2019,Romance,"From a teenage parkour enthusiast to a bawdy widow, an eclectic group of characters find romance in Bangkok's glittering Silom district.","From a teenage parkour enthusiast to a bawdy widow, an eclectic group of characters find romance in Bangkok's glittering Silom district.",7.1,6.8,166,45,Thai,"Narupornkamol Chaisang, Tosatid Darnkhuntod, Max Nattapol Diloknawarit, Pattaratida Patcharaveerapong",Ended
Deaf U,2020,2020,"Drama, Reality-TV","Deaf U is a coming-of-age reality series following a tight-knit group of Deaf students at Gallaudet University, a renowned private college for the Deaf and Hard of Hearing, in Washington, D.C. As the group of friends navigate the high, lows, and hookups of college life together, their stories offer an unprecedented, unfiltered, and often unexpected look inside Deaf community.","Deaf U follows a group of students attending Gallaudet University, a private college catering to the deaf and hard of hearing. For DiMarco, the goal of the series is to show deaf people as humans, from all walks of life.",,6.4,414,19,English,"Rodney Burford, Alexa Paulay-Simmons, Cheyenna Clearbrook, Dalton Taylor",Ended
Smoking,2018,2018,Crime,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.","Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",,7.5,400,24,Japanese,"Rin Furukawa, Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama",Ended
The Casketeers,2018,,Documentary,"Francis and Kaiora Tipene are the passionate proprietors of Tipene Funerals. This is a unique opportunity to look behind the scenes of their business and into this little-explored but vital service, where our culture's last taboo is being addressed with dignity and aroha.",Maori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.,,7.5,410,30,English,"Francis Tipene, Kaiora Tipene",Running
A Tale Dark & Grimm,2021,2021,"Animation, Action, Adventure",Hansel and Gretel walk out of their own story and into eight other classic Grimm - and Grimm-inspired - fairy tales in this irreverent animated series.,Hansel and Gretel walk out of their own story and into eight other classic Grimm and Grimm-inspired fairy tales in this irreverent animated series.,5.0,,,30,English,"Scott Adsit, Eric Bauza, Nicole Byer, Ron Funches",Ended
Sleepless Society: Insomnia,2020,,"Drama, Mystery, Thriller",,"Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end.",,7.4,70,,,"Chutimon Chuengcharoensukying, Nutthasit Kotimanuswanich, Gee Sutthirak Subvijitra",Running
Izzy's Koala World,2020,2021,"Documentary, Family",Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia's Magnetic Island.,Follow 11-year-old Izzy and her veterinarian mother as they rescue koalas and form remarkable friendships with animals on their Australian island.,,8.0,165,16,English,"Ali Bee, Izzy Bee, Tim Bee",Ended
The Circle: French,2020,,Reality-TV,,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",,7.4,610,,,"Alfred Gerbet, Romain Ben, Maxime Merkouchenko, Éléa",Running
Hanappunin Naepyeon,2018,,Drama,,"Life turns upside down for a bright young woman when her biological father, carrying a heavy past, appears in front of her after 28 years of absence.",,7.9,72,,,"Yoon Jin Yi, Hye-mi Na, Hwa-yeon Cha, Lee Jang-woo",Running
Gajokggiri Wae Irae,2014,2015,"Comedy, Drama, Romance",,Drama series follows the daily lives of a chaotic family. Moon Tae-Joo (Kim Sang-Kyung) is the second highest ranking employee at Daeoh Company. He thinks he's better than most other people...,,7.0,223,65,,"Dong-Geun Yoo, Kim Hyun-joo, Bak Yoon, Park Hyung-Sik",Ended
Ingress: The Animation,2018,2019,"Animation, Action, Sci-Fi","Since he was little, Makoto had a strange power which enabled him to read the memories of objects he touched. Hiding his uncontrollable power, he works as a special agent in the police force. One day, while investigating an explosion at a laboratory that researches a unknown substance called ""XM"", he sees a mysterious memory. The memory was from Sarah's ring, who was the sole survivor of the accident. It was a sight of a person being swallowed into a red light and disappearing. Makoto becomes embroiled in a massive conspiracy.",Ingress (or Ingress: The Animation) is a 2018 Japanese anime television series based on Niantic's augmented reality mobile game of the same name. The story follows special police ...,,6.6,475,24,Japanese,"Laura Bailey, Jalen K. Cassell, Crispin Freeman, Kellen Goff",Ended
Terrace House: Opening New Doors,2017,2019,"Drama, Reality-TV","A group of young people -- including a chef, a snowboarder and an ice hockey player -- gather in the Karuizawa woods while pursuing their dreams.","In a beautiful house near Tokyo, six young people move in together without knowing each other. There is no script, this is their story.",5.0,7.8,872,42,Japanese,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono",Ended
Street Food: Latin America,2020,2020,Documentary,Latin American chefs tell their stories and bring a taste of tradition and innovation to their delicious offerings.,"The newest installment will travel to six countries in Latin America and explore the vibrant street food culture of Oaxaca, Mexico; Salvador, Brazil; Buenos Aires, Argentina; Lima, Peru; Bogota, Colombia; and La Paz, Bolivia.",,7.9,1068,30,English,"Adin Rudd, Marsia Taha",Ended
The House Arrest of Us,2020,2021,"Comedy, Romance",,"A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of ...",,7.5,89,,,"Kathryn Bernardo, Daniel Padilla, Herbert Bautista, Ruffa Gutierrez",Ended
Uchi no Maid ga Uzasugiru,2018,2018,"Animation, Comedy","Having lost her mother at a young age, Misha Takanashi, a second grader with Russian blood, now lives with her Japanese father. Tsubame Kamoi, formerly a Self-Defense Force officer, comes to the Takanashi household as a housekeeper. This is a home comedy where Kamoi, a hardcore lolicon, attempts to get near Misha as she tries to fight against her.","Takanashi Misha is a second grade elementary school girl whose father is Japanese and mother was Russian. After she lost her mother at an early age, she has lived alone with her father. One...",,6.1,140,23,Japanese,"Haruka Shiraishi, Manami Numakura, Shiori Izawa, Mao Ichimichi",Ended
Robot Trains,2017,2021,"Animation, Action, Adventure",,"Set in the ""Train World"" where all citizens are trains. However, among the residents there are special trains that can transform into robots, the Robot Trains. Featuring our 5 train heroes,...",,6.2,71,14,,"Bill Rogers, Carrie Savage, Tony Salerno, Ken Spassione",Ended
Tasty Tales of the Food Truckers,2021,,Animation,,Three friends travel in their souped-up food truck to find the world's most unique ingredients and make amazing dishes that they can share online.,,,,11,,"Jon Allen, Tara Sands, Cedric L. Williams, Boromwuti Hiranyatithi",Running
La Frecuencia Kirlian,2017,2021,"Animation, Horror","In the midnight hour, a lone DJ broadcasts the strangest - and scariest - tales from the outer edges of Kirlian, a lost city somewhere in Argentina.","In the midnight hour, a lone DJ broadcasts the strangest - and scariest - tales from the outer edges of Kirlian, a lost city somewhere in Argentina.",,7.6,983,9,Spanish,"Nicolás Van de Moortele, Letizia Denise Bloisi, Ciro Herce, Jorge Pinarello",Ended
Baby Ballroom,2017,2018,Documentary,"Baby Ballroom is a reality series following the young dancers of the Zig Zag Dance Factory in Wolverhampton. The series combines the everyday lives, hard work and sacrifice of the dance couples, their parents and teachers whilst not forgetting the glitz, glamour and fake tan fun of this extraordinary world.","Documentary series going behind the scenes at the Zig Zag Dance Factory in Wolverhampton, England run by coaches Warren Bullock and Jane Bullock.",,7.8,169,60,English,"Kim Hillyard, Jane Bullock, Warren Bullock, Kristina Rihanoff",Ended
Alphablocks,2010,2016,Animation,"Alphablocks is a CBeebies series that's helps children learn to read. Who better to show you how words work than the alphabet brought to life? With adventures, songs and laughter, it's tons of fun with words – all built on a firm foundation of key phonics skills that can take your child all the way from ABC to confident reader.","Learning ABCs and spelling with 26 personifications of the letters of the alphabet, each with their own quirks.",5.2,7.8,51,5,English,"Teresa Gallagher, David Holt",Running
Aggressive Retsuko,2016,2018,"Animation, Comedy, Musical","In Aggressive Retsuko, Retsuko is a red panda who works all day as an office lady at a successful trading firm. However, the stresses of office life and dealing with her overbearing co-workers are often too much for Retsuko to bear, so she blows off steam by performing solitary karaoke in a ""death metal"" voice.","In this series of shorts, a polite accountant deals with her annoying co-workers by chugging beer and singing death metal.",,8.3,948,2,Japanese,Kaolip,Ended
